#time,ax,ay,az,dumb1,dumb2,dumb3,vel,press,alt,tiltang
61050,-0.11,0.43,-0.04,0.00,0.44,3.28,12.06,1006.21,147.60,88.553
61071,-0.11,0.41,-0.02,0.00,0.43,3.92,9.75,1006.21,147.73,88.575
61096,-0.11,0.40,-0.02,0.00,0.42,4.63,9.39,1006.19,147.73,88.575
61115,-0.10,0.39,-0.13,0.00,0.42,4.93,8.93,1006.23,147.40,88.548
61139,-0.10,0.40,-0.30,0.00,0.50,3.45,10.29,1006.32,146.71,88.527
61161,-0.11,0.41,-0.35,0.00,0.55,2.21,12.36,1006.32,145.88,88.522
61185,-0.10,0.43,-0.22,0.00,0.49,-0.03,11.40,1006.42,145.88,88.555
61204,-0.08,0.41,-0.29,0.00,0.51,-2.98,10.36,1006.47,145.43,88.585
61229,-0.08,0.41,-0.20,0.00,0.46,-5.79,9.94,1006.53,144.93,88.692
61257,-0.08,0.42,-0.04,0.00,0.43,-8.11,7.61,1006.55,144.73,88.745
61281,-0.08,0.39,-0.06,0.00,0.41,-9.46,8.09,1006.52,144.98,88.845
61302,-0.08,0.39,-0.02,0.00,0.40,-10.09,8.25,1006.52,144.99,88.902
61327,-0.09,0.40,0.04,0.00,0.42,-9.19,9.52,1006.52,144.99,88.891
61346,-0.08,0.41,-0.07,0.00,0.42,-7.90,9.79,1006.50,145.17,88.867
61370,-0.08,0.38,-0.23,0.00,0.45,-5.67,9.32,1006.51,145.12,88.779
61391,-0.09,0.37,-0.28,0.00,0.47,-4.22,9.35,1006.51,145.05,88.682
61416,-0.08,0.35,-0.19,0.00,0.41,-2.86,8.55,1006.52,145.05,88.558
61435,-0.08,0.35,-0.29,0.00,0.46,-2.18,8.78,1006.53,144.96,88.460
61460,-0.10,0.36,-0.45,0.00,0.58,-1.75,14.08,1006.52,145.04,88.347
61481,-0.10,0.35,-0.46,0.00,0.58,-1.54,15.88,1006.52,144.89,88.296
61506,-0.10,0.36,-0.45,0.00,0.58,-1.45,16.10,1006.53,144.89,88.269
61525,-0.10,0.36,-0.48,0.00,0.61,-1.51,16.77,1006.55,144.79,88.218
61550,-0.11,0.35,-0.42,0.00,0.56,-1.37,15.42,1006.55,144.76,88.209
61571,-0.11,0.36,-0.31,0.00,0.49,-1.50,12.84,1006.55,144.72,88.207
61595,-0.13,0.38,-0.19,0.00,0.44,-1.58,9.64,1006.56,144.72,88.180
61615,-0.12,0.36,-0.09,0.00,0.39,-1.71,6.21,1006.57,144.62,88.166
61639,-0.12,0.39,-0.06,0.00,0.41,-1.41,7.54,1006.54,144.81,88.118
61661,-0.13,0.43,-0.05,0.00,0.45,-1.24,9.64,1006.54,144.80,88.083
61685,-0.15,0.42,0.00,0.00,0.45,-1.03,10.48,1006.54,144.80,88.089
61704,-0.17,0.42,0.01,0.00,0.46,-0.76,11.27,1006.53,144.92,88.040
61729,-0.18,0.41,-0.02,0.00,0.45,-0.36,11.22,1006.53,144.94,87.969
61751,-0.19,0.41,-0.05,0.00,0.45,-0.22,10.89,1006.53,145.15,87.904
61775,-0.19,0.41,-0.11,0.00,0.47,0.04,11.11,1006.50,145.15,87.866
61792,-0.20,0.41,-0.14,0.00,0.47,0.32,10.78,1006.50,145.20,87.830
61816,-0.20,0.40,-0.20,0.00,0.49,0.46,11.16,1006.50,145.17,87.708
61839,-0.21,0.39,-0.22,0.00,0.49,0.57,11.07,1006.50,145.17,87.670
61858,-0.22,0.39,-0.20,0.00,0.49,0.73,10.89,1006.50,145.21,87.685
61881,-0.23,0.40,-0.23,0.00,0.52,0.71,12.02,1006.50,144.88,87.671
61905,-0.24,0.42,-0.22,0.00,0.53,0.45,12.27,1006.54,144.88,87.701
61922,-0.25,0.43,-0.18,0.00,0.53,0.03,12.27,1006.57,144.55,87.693
61947,-0.25,0.44,-0.19,0.00,0.54,-0.36,12.87,1006.57,144.23,87.711
61970,-0.25,0.43,-0.23,0.00,0.55,-0.93,13.28,1006.61,144.23,87.778
61989,-0.26,0.44,-0.14,0.00,0.53,-1.76,12.35,1006.63,144.05,87.793
62011,-0.25,0.43,-0.01,0.00,0.50,-2.29,12.25,1006.63,144.11,87.830
62035,-0.26,0.43,-0.07,0.00,0.51,-2.54,12.84,1006.63,144.11,87.812
62054,-0.26,0.44,-0.12,0.00,0.52,-2.57,13.46,1006.58,144.48,87.782
62079,-0.27,0.46,-0.04,0.00,0.54,-1.96,13.72,1006.55,144.79,87.785
62101,-0.27,0.48,-0.03,0.00,0.55,-1.19,14.39,1006.55,144.99,87.760
62125,-0.27,0.48,-0.05,0.00,0.55,-0.36,14.76,1006.52,144.99,87.757
62149,-0.27,0.47,-0.09,0.00,0.55,0.50,14.48,1006.51,145.09,87.753
62171,-0.27,0.47,-0.10,0.00,0.55,0.93,14.42,1006.51,145.07,87.776
62195,-0.27,0.50,-0.10,0.00,0.57,1.06,14.83,1006.51,145.07,87.816
62214,-0.26,0.50,-0.12,0.00,0.58,1.12,14.99,1006.53,144.95,87.815
62239,-0.25,0.49,-0.05,0.00,0.55,0.89,14.01,1006.54,144.84,87.868
62262,-0.26,0.52,0.03,0.00,0.58,0.62,15.52,1006.54,144.84,87.901
62285,-0.26,0.50,0.04,0.00,0.57,0.37,15.77,1006.54,144.84,87.913
62302,-0.25,0.51,0.00,0.00,0.57,0.39,15.75,1006.50,145.20,87.961
62328,-0.24,0.49,0.10,0.00,0.56,0.47,15.81,1006.50,145.26,88.048
62350,-0.25,0.49,0.09,0.00,0.55,0.71,15.68,1006.49,145.26,88.139
62369,-0.24,0.46,0.01,0.00,0.52,1.13,14.29,1006.46,145.49,88.160
62392,-0.25,0.43,-0.11,0.00,0.51,1.52,13.52,1006.46,145.52,88.235
62415,-0.27,0.43,-0.21,0.00,0.55,1.62,14.29,1006.46,145.52,88.224
62433,-0.28,0.46,-0.46,0.00,0.71,2.13,19.28,1006.42,145.83,88.158
62459,-0.26,0.40,-0.54,0.00,0.72,2.47,20.65,1006.43,145.79,88.154
62482,-0.27,0.45,-0.65,0.00,0.83,2.55,25.13,1006.43,145.92,88.151
62505,-0.27,0.42,-0.65,0.00,0.82,2.83,26.10,1006.41,145.92,88.113
62523,-0.25,0.39,-0.77,0.00,0.90,3.14,28.82,1006.41,145.89,88.078
62547,-0.28,0.40,-0.68,0.00,0.83,2.96,27.34,1006.41,145.69,88.031
62570,-0.29,0.47,-0.48,0.00,0.74,2.65,22.94,1006.44,145.69,87.933
62589,-0.29,0.49,-0.29,0.00,0.64,2.27,16.69,1006.45,145.56,87.909
62612,-0.29,0.49,-0.02,0.00,0.57,1.64,13.28,1006.45,145.49,87.877
